age,education_num,occupation,sex,hours_per_week,marital_status_Married,marital_status_Never-married,marital_status_Separated,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,workclass_Government,workclass_Not-working,workclass_Private,workclass_Self-employed,workclass_Unknown,capital_net_log,income
-1.5082076839561536,-0.22277836438006854,0.10297356828193832,0,-0.17734536069203868,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8913618439053528,0
-0.5817238119407782,-0.6077393780288267,0.2029262086513995,1,0.22692719639746012,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
0.808001996082285,-2.1475834326238594,0.0410958904109589,0,-0.17734536069203868,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.18535341166116903,0
-0.3501028439369343,-0.6077393780288267,0.22531017369727047,1,1.8440174247554553,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
-1.5082076839561536,-0.22277836438006854,0.0410958904109589,0,-0.17734536069203868,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.18535341166116903,0
-1.3537937052869242,-0.22277836438006854,0.061481481481481484,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
0.34476006007459725,-0.22277836438006854,0.22531017369727047,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-2.2179434290654383,1
-0.3501028439369343,1.7020267038637222,0.4852204408817635,1,0.6311997534869589,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.579879496536631,1
1.4256579107592018,-0.22277836438006854,0.4852204408817635,1,1.4397448676659566,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
-1.1221727372830805,-0.6077393780288267,0.12461851475076297,1,-0.17734536069203868,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.18535341166116903,0
-0.19568886526770504,-0.6077393780288267,0.22531017369727047,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
-1.199379726617695,-0.6077393780288267,0.13383499059392637,0,0.6311997534869589,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.18535341166116903,1
-0.3501028439369343,-0.6077393780288267,0.27064732142857145,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
-0.813344779944622,0.9321046765662059,0.27064732142857145,1,0.6311997534869589,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
0.7307950067476703,0.1621826492686896,0.22531017369727047,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
2.043313825436119,-0.22277836438006854,0.2029262086513995,1,-2.6029807032290315,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.319223892866612,1
1.0396229640861288,-0.22277836438006854,0.4852204408817635,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.18535341166116903,1
0.03593210273613879,1.317065690214964,0.44848935116394256,1,-0.3390543835278382,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.18535341166116903,1
-0.6589308012753927,-2.9175054599213754,0.12461851475076297,0,-0.17734536069203868,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.18535341166116903,1
-0.11848187593309044,0.9321046765662059,0.44848935116394256,1,0.4694907306511594,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
0.6535880174130557,-0.22277836438006854,0.2029262086513995,1,0.6311997534869589,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.18535341166116903,1
-0.04127488659847582,0.9321046765662059,0.44848935116394256,0,0.22692719639746012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
-0.11848187593309044,-0.22277836438006854,0.4852204408817635,1,0.6311997534869589,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
1.0396229640861288,-2.5325444462726177,0.22531017369727047,1,-0.17734536069203868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
0.4991740387438265,-0.6077393780288267,0.27064732142857145,1,0.22692719639746012,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,1
-0.2728958546023197,-0.6077393780288267,0.2029262086513995,1,0.6311997534869589,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.18535341166116903,0
1.0396229640861288,-0.6077393780288267,0.11627906976744186,1,1.4397448676659566,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.18535341166116903,1
-1.3537937052869242,-0.22277836438006854,0.27064732142857145,1,-0.5007634063636377,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.18535341166116903,0
1.811692857432275,-0.6077393780288267,0.4852204408817635,1,-0.17734536069203868,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.18535341166116903,0
